Gene Set,ES,NES,P-value,FDR
chr3q13,0.14974365427136266,0.22886134752072174,1.0,1.0
chr3q25,0.07763007618983518,0.20173763368053252,1.0,1.0
chr22q11,-0.10886715735846168,-0.18486335106977075,1.0,1.0
chr3q24,0.3988310845009433,0.6095551753173207,0.9574468085106383,1.0
chr11p15,0.11736687555296166,0.23228149082569155,1.0,1.0
chr17q21,0.23258128173057682,0.6409855795903023,0.8775510204081632,1.0
chr2q31,0.43704721621040465,0.667962961895088,0.9148936170212766,1.0
chr2p23,-0.131882226377768,-0.27389861792835457,1.0,1.0
chr1p36,0.08565323562972701,0.21760376981019175,1.0,1.0
chr10p13,0.34986296948771667,0.5347145495692154,0.9574468085106383,1.0
chr11q12,-0.09448026476064628,-0.3233840738323711,1.0,1.0
chr1p32,-0.16628852105927452,-0.2823684754276752,1.0,1.0
chr9q21,0.1816705747928679,0.277656991571837,1.0,1.0
chr1p35,0.2893516097543397,0.44223175691747857,0.9787234042553191,1.0
chr17q25,-0.09384527511208642,-0.28386078074412296,1.0,1.0
chr6q25,0.2740078581846343,0.5422906036921884,0.95,1.0
chr11q13,0.14345071353301964,0.395344965306022,0.9795918367346939,1.0
chr5q11,0.2636986301369854,0.40302491699015824,0.9787234042553191,1.0
chr10p11,0.2813018834873803,0.4299289237216841,0.9787234042553191,1.0
chr7q21,0.27763163194387147,0.7053287512769076,0.8478260869565217,1.0
chrXq13,0.16562850696526596,0.253139029338923,1.0,1.0
