Gene Set,ES,NES,P-value,FDR
Sertraline hydrochloride,0.18002201798359807,0.41521388130120623,0.9574468085106383,1.0
Deferoxamine mesylate,0.1350562569680145,0.4943193615813345,0.9318181818181818,1.0
Paroxetine hydrochloride,0.15410242459567458,0.5640302334330974,0.8863636363636364,1.0
budesonide,0.19402220122485306,0.6029198887062307,0.8222222222222222,1.0
(S)-(+)-Ibuprofen,0.12663227268964466,0.24472561671434517,1.0,1.0
methyldopa,0.11431983652279709,0.9496894333671274,0.39473684210526316,1.0
HALOFANTRINE HYDROCHLORIDE,0.2598378556077549,0.807440643368115,0.6888888888888889,1.0
dobutamine,0.18106886983631423,0.744802274528608,0.7073170731707317,1.0
etoposide,0.1508900824114075,0.9221531981926022,0.5106382978723404,1.0
Buspirone hydrochloride,0.2432752971346297,0.4701463209820947,0.92,1.0
paclitaxel,0.1990184671555079,0.7403138816958783,0.7727272727272727,1.0
Mecillinam,0.26382466716767916,0.5098593984434341,0.92,1.0
carbidopa,0.11707430211845926,0.22625417817115784,1.0,1.0
amoxicillin,-0.24260893023184144,-0.5738972699662851,0.68,1.0
DESOGESTREL,0.19889696387616446,0.38438212560948204,0.96,1.0
CLOBETASOL PROPIONATE,0.24869843566423536,0.5736134051952126,0.9148936170212766,1.0
Metipranolol,0.48977354633566,0.9465212195245379,0.44,1.0
ursodiol,-0.23875135378323145,-0.5647720799313267,0.68,1.0
fludrocortisone,0.235391004223736,0.4549093801612988,0.92,1.0
triamcinolone,0.2834201061754554,0.8807219884820325,0.6222222222222222,1.0
bromocriptine,0.17678145866407396,0.4077396554941775,0.9574468085106383,1.0
BROMOCRIPTINE MESYLATE,0.19722336016925374,0.3811477708071092,0.96,1.0
fludarabine phosphate,0.2209614731188403,0.686633106624661,0.7777777777777778,1.0
daunorubicin,-0.13353614046258386,-0.47994709204296043,0.6363636363636364,1.0
deslanoside,0.3348302759332915,1.2255121825021802,0.25,1.0
danazol,0.17816090539084178,0.34430825981476115,0.98,1.0
clemastine,0.08975884615269997,0.2070253367317325,1.0,1.0
doxorubicin,-0.09873023941515607,-0.3548499390491711,0.8545454545454545,1.0
NITAZOXANIDE,0.13562242059442528,0.42144380495970957,0.9333333333333333,1.0
IDARUBICIN,0.13032475779720082,0.7507782639214907,0.6666666666666666,1.0
MIDAZOLAM HYDROCHLORIDE,0.18459724366573174,0.42576646389407974,0.9574468085106383,1.0
Sildenafil citrate,0.32518290335000855,0.750021897016252,0.8085106382978723,1.0
Rubidomycin hydrochloride,-0.09429787483634838,-0.5056724198480402,0.7,1.0
Phenelzine sulfate,0.14524543082228117,0.3350030165670063,1.0,1.0
Saquinavir mesylate,0.21490509025223256,0.4956703498521245,0.9574468085106383,1.0
Ziprasidone,0.1761829298744856,0.4063591717923553,0.9574468085106383,1.0
atorvastatin,0.24411599570804624,0.5630441831558709,0.9148936170212766,1.0
ATORVASTATIN CALCIUM,0.15657242466398993,0.3611282935146254,1.0,1.0
Aripiprazole,0.1867263308019921,0.683436981778089,0.7727272727272727,1.0
ALOSETRON HYDROCHLORIDE,0.1371702458429314,0.26509097796137737,1.0,1.0
GEMCITABINE HYDROCHLORIDE,0.19274038431791662,0.7054490170680338,0.7727272727272727,1.0
TOPOTECAN HYDROCHLORIDE,0.11926806430004033,0.779827741188989,0.6363636363636364,1.0
EXEMESTANE,0.20587497319556664,0.39786761076944943,0.96,1.0
ADAPALENE,0.14393433877715325,0.447272914999843,0.9111111111111111,1.0
finasteride,0.33282301686266424,0.7676435258631222,0.7659574468085106,1.0
itraconazole,0.17530412348517083,0.5447538578275016,0.8444444444444444,1.0
mifepristone,0.1194118603990128,0.7297764518998849,0.6808510638297872,1.0
NEFAZODONE HYDROCHLORIDE,0.16962786453726758,0.39124016495455133,0.9574468085106383,1.0
RALOXIFENE HYDROCHLORIDE,0.12109100218417737,0.6900595487208532,0.7142857142857143,1.0
simvastatin,0.12091533911670199,0.4497839086867963,1.0,1.0
lovastatin,0.10715814633553228,0.4407805228868074,0.9512195121951219,1.0
Mitoxantrone dihydrochloride,-0.1068459997376626,-0.38966850370077516,0.7857142857142857,1.0
ketoconazole,0.11396297426846487,0.4687712610341526,0.9512195121951219,1.0
Atracurium besylate,0.4899110824041508,0.9467870174800431,0.44,1.0
captopril,0.2430947940065849,0.4697974862151637,0.92,1.0
paroxetine,0.16014442958527378,0.309490175460051,0.98,1.0
Doxorubicin Hydrochloride,0.11834159124760371,1.3287574517823624,0.14814814814814814,1.0
Hydrocortisone 17-butyrate,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
halcinonide,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
FLUMETHASONE PIVALATE,0.23561643530777185,0.4553450413075097,0.92,1.0
Dutasteride,0.39690343662095967,0.9154425567887535,0.574468085106383,1.0
Ulobetasol propionate,0.235391004223736,0.4549093801612988,0.92,1.0
Ciclesonide,0.48977354633566,0.9465212195245379,0.44,1.0
ETONOGESTREL,0.21841068990855397,0.42209374948103096,0.96,1.0
cefdinir,0.13692771322495553,0.5011690780100786,0.9318181818181818,1.0
PREDNICARBATE,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
nitrofurantoin,0.166761647925317,0.38462934624788386,0.9574468085106383,1.0
Sunitinib malate,0.2532075489328147,0.48934108385767056,0.92,1.0
Axitinib,0.05462370242550109,0.5868200146392392,0.9714285714285714,1.0
Everolimus,0.195515789901677,0.3778477732793071,0.96,1.0
CLOMIPHENE CITRATE,0.14553000343343386,0.5986179604885308,0.8536585365853658,1.0
Belinostat,0.37274445451637395,0.7203544133803681,0.76,1.0
RIFABUTIN,0.2229823718615383,0.4309288407385965,0.96,1.0
Triprolidine hydrochloride,0.265050439476319,0.5122282881254384,0.92,1.0
Deferasirox,0.25384052788436867,0.49056435941765275,0.92,1.0
Pregabalin,0.12003853564547096,0.23198276427780676,1.0,1.0
Naloxone hydrochloride,0.1790376733911638,0.41294352824472774,0.9574468085106383,1.0
Indinavir sulfate,0.09641191285432088,0.18632268323659973,1.0,1.0
nitrofurazone,0.19670306779796518,0.38014226984964455,0.96,1.0
Vinblastine sulfate,0.1002269964915719,0.5459661220648315,0.8372093023255814,1.0
Rifampicin,0.21587043596449573,0.41718453321359256,0.96,1.0
NALBUPHINE HYDROCHLORIDE,-0.2238020385697897,-0.5294091145999967,0.72,1.0
Sunitinib,0.06254806241969708,0.9334392832588414,0.5714285714285714,1.0
Bosutinib,0.06638610758096379,1.031020143888347,0.4444444444444444,1.0
famotidine,0.2597814240430642,0.5020455517345268,0.92,1.0
furazolidone,0.19670306779796518,0.38014226984964455,0.96,1.0
chlorhexidine,0.07481239194209877,0.4891567492399764,0.9090909090909091,1.0
Vargatef,-0.2954107211723839,-0.7956357693328298,0.5471698113207547,1.0
METHACYCLINE HYDROCHLORIDE,-0.10134560467843427,-0.4517445116342432,0.7213114754098361,1.0
piroxicam,0.2176802338137713,0.42068209260651085,0.96,1.0
dicumarol,0.31321118611378107,0.9732971396114538,0.4888888888888889,1.0
oxytetracycline,-0.09712497016873924,-0.3840894202229126,0.8035714285714286,1.0
tetracycline,0.28166951695643877,0.8752820694911299,0.6222222222222222,1.0
PONATINIB,-0.2986137851367008,-0.706378103643933,0.62,1.0
Hydrocortisone sodium succinate,0.16629893997800038,0.383562128110535,0.9574468085106383,1.0
CEPHALOTHIN SODIUM,0.15496791038206878,0.29948619442479957,1.0,1.0
CEPHAPIRIN SODIUM,-0.13459253089644,-0.4837439032660114,0.6363636363636364,1.0
CEFUROXIME SODIUM,-0.1861006703825997,-0.5012287619947663,0.7924528301886793,1.0
Dicloxacillin sodium,0.9888440084631659,1.9110093711934348,0.0,1.0
Oxiconazole nitrate,0.3811040540652544,0.8790018867718522,0.6382978723404256,1.0
CEFOXITIN SODIUM,-0.15710933496839014,-0.5476261648015377,0.6428571428571429,1.0
MONTELUKAST SODIUM,0.15788771079987457,0.36416195055068906,1.0,1.0
CERIVASTATIN SODIUM,0.17151839752281128,0.3956006067907665,0.9574468085106383,1.0
Chinini sulfas,0.235391004223736,0.4549093801612988,0.92,1.0
Crizotinib,0.07005448358835455,0.837229593829934,0.75,1.0
Carfilzomib,-0.18270233379432085,-0.6368340772125637,0.5714285714285714,1.0
Pazopanib hydrochloride,0.15244336832334549,0.7190366489717728,0.7045454545454546,1.0
Regorafenib,0.3276250378680974,1.2187078264218145,0.25,1.0
CEFOTAXIME SODIUM SALT,-0.11603546289362245,-0.4170472712236073,0.7636363636363637,1.0
Afatinib,0.12407053003567348,0.5103473228505605,0.9024390243902439,1.0
Tofacitinib citrate,0.6046959199384301,1.1686166471501858,0.32,1.0
Gabapentin enacarbil,0.12003853564547096,0.23198276427780676,1.0,1.0
Cytomel,0.17000047524655337,0.8018490629622947,0.5909090909090909,1.0
RIMEXOLONE,0.23561643530777185,0.4553450413075097,0.92,1.0
desoximetasone,0.33319469518882455,0.7685007876699231,0.7659574468085106,1.0
DESONIDE,0.17507791497220074,0.33835016780945165,0.98,1.0
orlistat,-0.11017386068347335,-0.26061892201358344,0.98,1.0
Clomifene citrate,0.14837047725519947,0.5519122195833216,0.9090909090909091,1.0
Telaprevir,0.33540893444835346,0.7736078456141479,0.7659574468085106,1.0
Luliconazole,0.20962331510471655,0.40511154050307374,0.96,1.0
tamoxifen,0.12103400769418853,0.6897347550422819,0.7142857142857143,1.0
Tamoxifen citrate,0.15210996685721728,0.8285880215858646,0.5581395348837209,1.0
digoxin,0.1717794515205808,1.163842119802575,0.2926829268292683,1.0
6-Thioguanine,0.11908571240191501,0.4429780173811414,1.0,1.0
Capsaicin,0.20932379188955674,0.48279729920074343,0.9574468085106383,1.0
Tiotixene,0.1894679344925829,0.5887676011122113,0.8444444444444444,1.0
6-Mercaptopurine,0.14195060622593167,0.44110850803272816,0.9111111111111111,1.0
Dasatinib,0.10687166396839119,1.3267617472391369,0.08,1.0
dienestrol,0.2787072476610891,0.8660768802777559,0.6222222222222222,1.0
Nilotinib,0.09360426828829393,0.7775989470884823,0.6578947368421053,1.0
idarubicin hydrochloride,0.1709534486688631,1.2171415469216968,0.2564102564102564,1.0
melphalan,0.18608814205468882,0.6811011473545859,0.7727272727272727,1.0
DACTINOMYCIN,0.14950697147187447,0.4645897532940766,0.9111111111111111,1.0
Decitabine,0.18761606133655645,0.4327292510913547,0.9574468085106383,1.0
Alitretinoin,0.20794516697565746,0.6461852104474644,0.8222222222222222,1.0
diethylstilbestrol,0.13155691851590973,0.749701515263014,0.6666666666666666,1.0
mycophenolic acid,0.1383455798146816,0.2673623920722718,1.0,1.0
retinol,0.1483697538535354,0.5430480871406723,0.9090909090909091,1.0
Retinoic acid,-0.11397057475460755,-0.44754980957466156,0.8103448275862069,1.0
Loteprednol etabonate,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
chlorprothixene,0.1766031624976087,0.3412978140403008,0.98,1.0
Vandetanib,0.08933651088257336,0.9054930190391078,0.5428571428571428,1.0
Tolcapone,0.3479645461141074,0.6724655282086376,0.78,1.0
Diclofenac sodium,0.16981407482046137,0.39166965183226277,0.9574468085106383,1.0
Calcipotriol,0.25611417224152666,0.4949583342368386,0.92,1.0
topiramate,0.2672578970019646,0.8304982651420685,0.6666666666666666,1.0
dorzolamide,0.43274095232741755,1.3447333612791428,0.13333333333333333,1.0
Acitretin,-0.1224312030287519,-0.41691110047594454,0.8909090909090909,1.0
PYRILAMINE MALEATE,0.21337276198003172,0.4123576056601608,0.96,1.0
AC1NR2UR,0.32266164979435263,0.623565932750161,0.8,1.0
Cortisol 17-valerate,-0.3221477825351003,-0.8676472464471295,0.49056603773584906,1.0
CLOCORTOLONE PIVALATE,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
indocyanine green,0.12293688776537957,0.7005786702755442,0.6904761904761905,1.0
KETOTIFEN FUMARATE,0.15706602335737713,0.30354094272010274,0.98,1.0
Pataday,0.21383832278032505,0.49320989158475326,0.9574468085106383,1.0
Isotretinoin,0.16996847322322184,0.7947030283478161,0.5777777777777777,1.0
etretinate,0.22607868126634378,0.43691267260495303,0.94,1.0
ENTACAPONE,-0.216019327523502,-0.510998924100691,0.72,1.0
mycophenolate mofetil,0.1679181284485716,0.3245133856422981,0.98,1.0
Methysergide maleate,0.17737015610383183,0.8366099757254472,0.5681818181818182,1.0
Dexchlorpheniramine maleate,-0.18310698563541672,-0.4331439863631595,0.78,1.0
amphotericin b,0.3072074568967399,0.5936996371577262,0.88,1.0
Rescinnamin,-0.10213270269805111,-0.37247905899126676,0.8214285714285714,1.0
Vitamin D3,0.3406317353672381,0.7856540356584745,0.7446808510638298,1.0
ergocalciferol,0.2010785054584739,0.4637798622236621,0.9574468085106383,1.0
alprostadil,0.22263084792457982,0.4302494964416426,0.96,1.0
retinyl palmitate,-0.1313775544630723,-0.31077677053830294,0.92,1.0
calcitriol,0.1415602586116122,0.43989551107311997,0.9111111111111111,1.0
Dinoprostone,0.20041669036483928,0.3873191020553647,0.96,1.0
amcinonide,0.22318656525077318,0.8302149786635897,0.6590909090909091,1.0
DEMECLOCYCLINE HYDROCHLORIDE,-0.16073848984230774,-0.5777160438511284,0.5272727272727272,1.0
stanozolol,0.20672285569508195,0.39950620228477135,0.96,1.0
BECLOMETHASONE DIPROPIONATE,0.20940973979693636,0.6507363395287405,0.8222222222222222,1.0
metolazone,0.2032240237618721,0.46872841791776565,0.9574468085106383,1.0
methazolamide,0.2461842104018928,0.765012229526894,0.6888888888888889,1.0
5-Aminosalicylic acid,0.1766125264556458,0.7264717095397017,0.7317073170731707,1.0
menadione,0.17356843125086135,0.7139502361663126,0.7560975609756098,1.0
mefenamic acid,0.20774900840651764,0.401489313302329,0.96,1.0
meclofenamate,0.3256321022630699,0.6293065373913578,0.8,1.0
mebendazole,0.16185986972719887,0.5029761234840956,0.8888888888888888,1.0
mafenide,0.3826577553052993,0.8825854391033249,0.6382978723404256,1.0
loratadine,0.16866124105720276,0.627390311277686,0.8409090909090909,1.0
loperamide,0.08435470500954677,0.26213046257145606,1.0,1.0
leflunomide,0.08884113284657412,0.3251674010281633,1.0,1.0
miconazole,0.08048018848743813,0.299372222037046,1.0,1.0
lansoprazole,0.2089477985379532,0.7772492574097263,0.7045454545454546,1.0
ketotifen,0.19845397705382117,0.3835260229668328,0.96,1.0
indomethacin,0.18243800093712068,0.3525740424867235,0.98,1.0
indapamide,0.17212014135736825,0.5348597006742559,0.8444444444444444,1.0
Amrinone,0.17225941934293368,0.6407749050383337,0.8409090909090909,1.0
hydroxyurea,0.2865406864635565,0.8904191257587113,0.6222222222222222,1.0
hydralazine,0.17752984928554907,0.3430887002880392,0.98,1.0
hexachlorophene,0.09240391692285392,0.9789158888272022,0.5,1.0
haloprogin,0.10964754216702405,0.2528978514309052,1.0,1.0
haloperidol,0.14764846358152584,0.5404080928540023,0.9090909090909091,1.0
gemfibrozil,0.2938791272446377,0.9132231753523925,0.6222222222222222,1.0
gabapentin,0.12003853564547096,0.23198276427780676,1.0,1.0
labetalol,0.20011986942526147,0.38674547508058915,0.96,1.0
furosemide,0.3311372121089286,1.0290018864378954,0.4222222222222222,1.0
mitotane,0.07646993854974488,0.23762871748039255,1.0,1.0
nicardipine,0.14956270526092946,0.46476294486536107,0.9111111111111111,1.0
promethazine,0.059003765055418614,0.1833529525790407,1.0,1.0
promazine,0.07726331951667412,0.17820488370292795,1.0,1.0
prochlorperazine,0.06713265623055878,0.45483794623706864,0.975609756097561,1.0
prazosin,0.09982159150499186,0.19291212282304904,1.0,1.0
prazepam,0.26382258472716913,0.6084966750537412,0.9148936170212766,1.0
Pioglitazone,0.3308062373076461,0.6393059108753241,0.78,1.0
pindolol,0.19125538439852904,0.3696142452689049,0.96,1.0
phenylbutazone,0.2943682986176156,0.568887076653087,0.9,1.0
PHENAZINE,-0.30062379811218265,-0.7111328377673782,0.6,1.0
perphenazine,0.1190431116800328,0.561496121786197,0.9090909090909091,1.0
pentoxifylline,0.2773772281797199,0.8619438728558118,0.6222222222222222,1.0
nevirapine,0.27889442274972187,0.5389827423605762,0.92,1.0
oxybutynin,0.19602050895901668,0.37882317773151697,0.96,1.0
oxaprozin,0.3007379496526036,0.5811968673935013,0.88,1.0
orphenadrine,0.0863652503325837,0.1669068137324738,1.0,1.0
ondansetron,0.10343003033877192,0.1998856801968245,1.0,1.0
omeprazole,0.13551562644622378,0.5574251769647606,0.8536585365853658,1.0
olanzapine,0.1647215463808824,0.3799239302659874,0.9787234042553191,1.0
nortriptyline,0.17658278562708488,0.34125843433006,0.98,1.0
nisoldipine,0.10609727707714435,0.5779432783094264,0.813953488372093,1.0
nimodipine,0.16898406243867964,0.3897552601015854,0.9574468085106383,1.0
nilutamide,0.1713768970531952,0.33119769495666407,0.98,1.0
nifedipine,0.16447990580224328,1.0814447875208355,0.38636363636363635,1.0
niclosamide,0.07993817673032833,0.455542535490767,0.9761904761904762,1.0
oxazepam,0.48977354633566,0.9465212195245379,0.44,1.0
flutamide,0.20213857110205577,0.39064675555453715,0.96,1.0
flurbiprofen,0.16288857350609465,0.37569624861801365,0.9787234042553191,1.0
fluoxetine,0.16550808157933197,0.3817380435404982,0.9787234042553191,1.0
chloroxine,0.1472513299061349,0.6884869622318924,0.7333333333333333,1.0
chlordiazepoxide,0.2649019849592007,0.5119413895135431,0.92,1.0
chlorambucil,0.13491365958433715,0.31117318239186803,1.0,1.0
celecoxib,0.2409172504647051,1.3123475867681753,0.23255813953488372,1.0
carvedilol,0.20884745413436898,0.48169864443419236,0.9574468085106383,1.0
carmustine,0.2575583986256797,0.49774940151400265,0.92,1.0
carbamazepine,0.3849483094735243,0.7439392063185847,0.74,1.0
Candesartan cilexetil,0.2126013529501352,0.4108668044088627,0.96,1.0
caffeine,0.2326475084221055,0.44960738496096986,0.92,1.0
bumetanide,0.22179350094610728,0.8117863196559213,0.6590909090909091,1.0
brimonidine,0.24116157927809648,0.7494045094873595,0.7333333333333333,1.0
DEXCHLORPHENIRAMINE,0.18239524866776607,0.35249142077219914,0.98,1.0
bisacodyl,0.15044178300319674,0.3469882036114184,1.0,1.0
azathioprine,0.14389411473093378,0.3318862578202832,1.0,1.0
anisindione,-0.1446876730790556,-0.3422621768229794,0.88,1.0
amoxapine,0.18829694374064165,0.43429968024705756,0.9574468085106383,1.0
amlexanox,-0.08835436061976132,-0.3262423069055855,0.9661016949152542,1.0
amitriptyline,0.09996327016056061,0.23056144940397832,1.0,1.0
amiodarone,0.15421431698570262,0.6343397081986508,0.8536585365853658,1.0
alprazolam,-0.1021695023555941,-0.27517522142200684,1.0,1.0
albendazole,0.16474857820809358,0.5119527240216154,0.8444444444444444,1.0
acetazolamide,0.26975159033490714,0.8382473644578873,0.6444444444444445,1.0
acetaminophen,0.23538117557365396,0.5428976554639117,0.9148936170212766,1.0
dopamine,0.1585402994857717,0.6521340513595436,0.8292682926829268,1.0
baclofen,0.21747186509904,0.4202794056679169,0.96,1.0
chlorpromazine,0.11078926827152585,0.41211669658902517,1.0,1.0
chlorthalidone,0.2032240237618721,0.46872841791776565,0.9574468085106383,1.0
cilostazol,0.20099513861367693,0.46358757979294773,0.9574468085106383,1.0
flumazenil,0.3714308580679858,0.7178157974800325,0.76,1.0
FLUPHENAZINE,0.1294297318665233,0.5323916738032294,0.8780487804878049,1.0
5-Fluorocytosine,0.4119329651749941,0.950107588071852,0.5531914893617021,1.0
fluconazole,0.15693662041231252,0.36196829704257266,1.0,1.0
fenoldopam,0.1296729118859863,0.250601862056275,1.0,1.0
fenofibrate,0.20686576560777434,0.4771279558380208,0.9574468085106383,1.0
felodipine,0.15582665595408027,0.48422803922535657,0.8888888888888888,1.0
ethoxzolamide,0.2701052401926164,1.004744241533866,0.4772727272727273,1.0
ETHACRYNIC ACID,0.1372058886759998,0.6471653276745173,0.7954545454545454,1.0
droperidol,0.1950943825329736,0.4499777121649571,0.9574468085106383,1.0
VALPROIC ACID,0.3410011767782123,0.786506138106176,0.7446808510638298,1.0
disulfiram,0.1407927877354464,0.9205659727924069,0.5,1.0
dipyridamole,0.13220745732285707,0.8079757638595314,0.5957446808510638,1.0
diphenhydramine,0.19510386218051312,0.37705169449573633,0.96,1.0
diflunisal,0.3251829033500118,0.6284384294541737,0.8,1.0
dicyclomine,0.18289512909384192,0.3534574742351632,0.98,1.0
dichlorphenamide,0.43274095232741755,1.3447333612791428,0.13333333333333333,1.0
diazepam,0.17022128872020026,0.3926088750768649,0.9574468085106383,1.0
deferiprone,0.1951493204838174,0.37713954580784376,0.96,1.0
CYPROHEPTADINE,0.17691442090336004,0.40804632780048117,0.9574468085106383,1.0
clozapine,0.1314341881531332,0.5406367332814811,0.8536585365853658,1.0
clotrimazole,0.0733345810709611,0.4968572988966345,0.975609756097561,1.0
clofibrate,0.4397879089450005,0.8499205214760293,0.58,1.0
clofazimine,0.1325091574938494,0.763362210668681,0.6428571428571429,1.0
cisapride,0.15659575743225107,0.3611821096498944,1.0,1.0
propafenone,0.07454031554591904,0.14405431020546358,1.0,1.0
BETAMETHASONE DIPROPIONATE,0.195515789901677,0.3778477732793071,0.96,1.0
propofol,0.2434068414022972,0.4704005393685013,0.92,1.0
pyrimethamine,0.17330836240341158,0.71288047818257,0.7560975609756098,1.0
Depoestradiol,0.1904039368731919,0.3679687640948544,0.96,1.0
PROPANTHELINE BROMIDE,0.19597689496239776,0.3787388906695126,0.96,1.0
ETHYNODIOL DIACETATE,0.2011315562671876,0.46390222187965807,0.9574468085106383,1.0
dydrogesterone,0.24725961822637177,0.5702948279481026,0.9148936170212766,1.0
QUINESTROL,0.14833096892591957,0.4609353502430377,0.9111111111111111,1.0
DIPHENHYDRAMINE HYDROCHLORIDE,-0.17239962310322615,-0.4078154623063935,0.8,1.0
DESERPIDINE,0.1193296576134313,0.2306128085004882,1.0,1.0
methylergonovine,0.18388939836869989,0.5714324180366551,0.8444444444444444,1.0
ERGOTAMINE,0.2014531376913616,0.3893221081278906,0.96,1.0
Monobenzone,0.18601787071554896,0.3594923881870337,0.98,1.0
PYRIDOSTIGMINE BROMIDE,0.37820142499518045,0.730900385883688,0.74,1.0
5-azacytidine,0.18277367312094572,1.052927343320526,0.42857142857142855,1.0
PSEUDOEPHEDRINE,0.25151851366908456,0.4860769065054904,0.92,1.0
CYCLIZINE,0.22055574761360414,0.42623922171023776,0.96,1.0
MEPENZOLATE BROMIDE,-0.1849189746386898,-0.4374302900090872,0.78,1.0
fluoxymesterone,-0.12133919775285429,-0.287030795872669,0.92,1.0
TRIAMCINOLONE ACETONIDE,0.2246749925170051,0.5182042547862379,0.9361702127659575,1.0
QUINETHAZONE,-0.22697233972586264,-0.5369085383710118,0.72,1.0
Isopropamide Iodide,-0.13337141905219022,-0.31549330526471936,0.92,1.0
Medroxyprogesterone acetate,0.1699692521456034,0.632255883704181,0.8409090909090909,1.0
Trifluridine,0.2065268970443567,0.9656352581391787,0.4444444444444444,1.0
cytarabine,0.2086885096134436,0.8584119223176677,0.6097560975609756,1.0
ampicillin,0.1445312390828078,0.5289987404944375,0.9318181818181818,1.0
Chlorpromazine hydrochloride,0.144206253303182,0.6742494301059221,0.7333333333333333,1.0
methylprednisolone,0.448249326664102,1.0338698832484565,0.3617021276595745,1.0
norethynodrel,0.25680136059454134,0.5923024908297887,0.9148936170212766,1.0
fluocinonide,0.21974145805853262,0.5068252467405541,0.9361702127659575,1.0
methysergide,0.19013757465614217,0.59084849376438,0.8444444444444444,1.0
beclomethasone,0.31254771192531433,0.7208793125080115,0.8723404255319149,1.0
Cladribine,0.18752009049369295,0.7713384970357966,0.6341463414634146,1.0
