Gene Set,ES,NES,P-value,FDR
chr1q41,0.17516313069318593,0.65157620328846,0.8409090909090909,1.0
chr5q14,0.06286173974851796,0.3582292902051656,1.0,1.0
chr4q28,0.23046809990715356,0.5315658348373925,0.9148936170212766,1.0
chr5q15,-0.15087666576468584,-0.5259013402824347,0.6607142857142857,1.0
chr3p26,0.20804085496611102,0.47983825438269756,0.9574468085106383,1.0
chr3q27,0.12538986937448032,0.5914321658046661,0.8863636363636364,1.0
chr7q11,-0.22783005278630394,-0.9003918897792151,0.39655172413793105,1.0
chr17p12,-0.6403815167784284,-1.7247527061524948,0.05660377358490566,1.0
chr17p11,-0.24837697590136135,-0.8633724131639989,0.35714285714285715,1.0
chr14q31,0.10946004325307634,0.34014477044016933,1.0,1.0
chr15q22,-0.08423198670083462,-0.3282540293804486,0.9152542372881356,1.0
chr1q31,-0.1287478464135775,-0.4384209662596148,0.8545454545454545,1.0
chr4,-0.05211655034508965,-0.47081188674043845,0.9886363636363636,1.0
chr5,0.06123096761704168,0.9991980094008521,0.42857142857142855,1.0
chr7,0.05072089807633971,0.7659493542850565,0.8181818181818182,1.0
chr8,0.08239051550180548,1.2184686439967007,0.2,1.0
chr9,-0.04920763996788472,-0.41179109401062286,0.9651162790697675,1.0
chr10,-0.04515229872292847,-0.39636332302771005,1.0,1.0
chr13,0.08839224417211311,1.1880862905920688,0.25,1.0
chr14,-0.04293173249775074,-0.3626918319560067,0.9883720930232558,1.0
chr15,0.0887508142019233,1.284757894031829,0.13333333333333333,1.0
chr4q32,0.08953500527722147,0.41862904624376107,0.9555555555555556,1.0
chr16,-0.05215793635121072,-0.3463779450845023,0.9743589743589743,1.0
chr20,-0.060846755474608785,-0.4273527968179689,0.925,1.0
chr21,0.11364557073442282,1.2208893304699295,0.22857142857142856,1.0
chr22,0.08641539787076162,0.822184095914114,0.6944444444444444,1.0
chrX,0.05704213183115585,0.8286791030363133,0.7142857142857143,1.0
chrXp11,-0.12871232329353796,-0.528523200195026,0.5901639344262295,1.0
chrXp22,0.09246297151516261,0.8455627409510874,0.5897435897435898,1.0
chrXq24,0.09515300840584284,0.5183266068090631,0.8837209302325582,1.0
chrXq22,-0.08831928336735484,-0.3490407234802656,0.896551724137931,1.0
chrXq21,0.15851877301452377,0.5896621044737161,0.8863636363636364,1.0
chrXq27,0.2825957943865298,0.878160457023773,0.6222222222222222,1.0
chrXq23,0.1041988172952394,0.240330576452562,1.0,1.0
chrXq25,-0.13781977566895406,-0.4803897565894646,0.6785714285714286,1.0
chrXq28,0.14339795092314814,0.781131091603026,0.6046511627906976,1.0
chrXq26,-0.10214176365407665,-0.3771513298513763,0.8983050847457628,1.0
chr18,0.05628080156781367,0.6986998410188194,0.8,1.0
chr10q22,0.13453661524432164,0.7750420421588909,0.6190476190476191,1.0
chr11p13,-0.09708319956287909,-0.35406346705571506,0.8928571428571429,1.0
chr2p13,0.0787480806841725,0.37143469519778943,1.0,1.0
chr17q12,0.0826019267987997,0.38621280834922617,1.0,1.0
chr11p12,0.47409317217708974,0.9162178130171572,0.44,1.0
chr3q21,0.12517865247601004,0.8230415780504227,0.5681818181818182,1.0
chr7p12,-0.10989961322028698,-0.2599701830316035,0.98,1.0
chr16p11,-0.1914108807132962,-0.6653550450381303,0.5535714285714286,1.0
chr12p13,0.04703895898405125,0.3907668490659085,1.0,1.0
chr7p15,0.1329200909419136,0.724055086317624,0.6744186046511628,1.0
chr6q22,0.1103608576414257,0.6744619407910487,0.723404255319149,1.0
chr16p12,0.14872296282374592,0.46215346299384136,0.9111111111111111,1.0
chr1q32,0.10377991816714517,0.7388844806637279,0.6923076923076923,1.0
chr7q32,0.05448984462811683,0.25477221580554943,1.0,1.0
chr8p23,-0.4622086335580559,-1.6066633466812654,0.16071428571428573,1.0
chr18p11,-0.22231499325978105,-0.866366747212046,0.4915254237288136,1.0
chr17q11,0.11108160632960562,0.6399218150363065,0.7380952380952381,1.0
chr2p15,0.22241726746820853,0.5129968985365863,0.9361702127659575,1.0
chr18q12,-0.06960509517535393,-0.27289130463552674,0.9824561403508771,1.0
chr17p13,0.0898111829661879,0.8549363764639003,0.5789473684210527,1.0
chr16q12,-0.08874483439978723,-0.323653360131821,1.0,1.0
chr15q21,-0.06189601125078849,-0.2644948169362689,1.0,1.0
chr21q21,0.16351305316222722,0.9318094791508718,0.5,1.0
chr14q24,0.11886899418664623,0.9874806609920644,0.39473684210526316,1.0
chr8p22,0.2494323553065579,1.0260062137754262,0.4634146341463415,1.0
chr16q11,0.11229733077133751,0.21702235097481373,1.0,1.0
chr5q34,0.22073814591965296,0.4265917190396101,0.96,1.0
chr14q32,0.07130993294267395,0.6595992500893006,0.8461538461538461,1.0
chr7p22,-0.283566487542186,-0.9884099380231852,0.2857142857142857,1.0
chr20q12,0.18002339906553838,0.4152170667137422,0.9574468085106383,1.0
chr11p11,0.15640019243492506,0.7312632996295861,0.6666666666666666,1.0
chr9q32,-0.26573138126411194,-0.9811945696025087,0.3050847457627119,1.0
chr9p24,-0.12630195166243077,-0.49597375934215665,0.7068965517241379,1.0
chr11p14,0.2645342808075734,0.511230775833759,0.92,1.0
chr4q13,0.18995629464331992,0.7066041852793471,0.7954545454545454,1.0
chrXq13,0.10494946486705231,0.49070075156699255,0.9333333333333333,1.0
chr20q13,-0.09495747893413865,-0.4426959964308083,0.7419354838709677,1.0
chr6q27,0.10855844349244982,0.20979669296744516,1.0,1.0
chr15q26,0.133990078280385,0.7635673277408542,0.6428571428571429,1.0
chr3q29,-0.14901243802748915,-0.5851553210734571,0.6379310344827587,1.0
chr12q15,0.13869138058018088,0.7903585713913371,0.5714285714285714,1.0
chr13q12,0.058425291004200276,0.395843704997882,0.975609756097561,1.0
chr3p21,-0.10871083623813513,-0.4657635222434349,0.6612903225806451,1.0
chr1p12,0.07366350347711074,0.14235981029857503,1.0,1.0
chr9q33,-0.1635001079251151,-0.6409647859895894,0.4642857142857143,1.0
chr10q26,0.08445485235339133,0.5161393708316775,0.8936170212765957,1.0
chr13q21,0.27665103809626157,0.6380850108258561,0.9148936170212766,1.0
chr15q23,0.18184096405931344,0.7479781795528126,0.7073170731707317,1.0
chr2p21,0.1668165225344297,0.620528281086471,0.8409090909090909,1.0
chr19q12,-0.2061916841789282,-0.4877513969784886,0.74,1.0
chr20p11,-0.20455317134938522,-0.8032576222627975,0.41379310344827586,1.0
chr5q22,0.06762215618742126,0.3853574067480988,1.0,1.0
chr2q37,0.11517821137047239,0.6274098158133289,0.7906976744186046,1.0
chr8q23,0.19875318354240923,0.38410426017990174,0.96,1.0
chr19p12,-0.8569243781917313,-2.918057461647906,0.09090909090909091,1.0
chr21q22,0.13176370756543831,1.0353240054081685,0.4,1.0
chr2q36,0.15575684378399532,0.579388210905718,0.8863636363636364,1.0
chr9q22,-0.15578672536336127,-0.6194105834703358,0.5094339622641509,1.0
chr3p22,-0.3223716986856083,-1.1903349865534827,0.22033898305084745,1.0
chr12q24,-0.11462386149771858,-0.5113399232400174,0.639344262295082,1.0
chr4q34,0.16023247986379874,0.36957007048341667,0.9787234042553191,1.0
chr11q23,0.07753376297885237,0.4466585240476343,0.9761904761904762,1.0
chr10p14,-0.10500060962701596,-0.3773865043474484,0.8,1.0
chr9q34,0.10571587553099081,0.8870670545334295,0.5,1.0
chr2q32,0.062158266552247085,0.29318475561903096,1.0,1.0
chr4q35,-0.08491816061330336,-0.20087595497808736,1.0,1.0
chr3p14,0.04853580040529533,0.2966228320331089,1.0,1.0
chr15q24,-0.06348826090769669,-0.24890985788460943,1.0,1.0
chr12q14,-0.13524900652005642,-0.49939751229350215,0.6610169491525424,1.0
chr2q33,-0.07506605421251941,-0.2942793003870523,0.9464285714285714,1.0
chr4p14,0.07375661954060432,0.40177414226496455,0.9767441860465116,1.0
chr12p11,0.235932352405939,1.1031231344649588,0.37777777777777777,1.0
chr5q23,0.2331891626087196,1.5799059021503736,0.12195121951219512,1.0
chr8q24,-0.11514402079747936,-0.45139580386234307,0.6964285714285714,1.0
chr16q24,0.11845840214378538,0.4406445329620261,1.0,1.0
chr13q14,-0.06436612794345203,-0.31968597374234814,0.90625,1.0
chr7p21,0.1498870951079986,0.5575537726798877,0.9090909090909091,1.0
chr10q23,-0.0941982772060535,-0.37251554996837893,0.8214285714285714,1.0
chr14q12,0.13909175445868413,0.4322246866017006,0.9111111111111111,1.0
chr13q13,0.20122599656948198,0.9408504166890775,0.4888888888888889,1.0
chr1p34,0.10532396549438201,0.8837785183502832,0.5,1.0
chr10q21,0.09468329793704705,0.6225365859730768,0.7954545454545454,1.0
chr1p13,0.05805481997719252,0.5369927321598972,0.9743589743589743,1.0
chr4q12,-0.09116582765489294,-0.35742155921554364,0.8771929824561403,1.0
chr6q13,0.2387705266604997,0.7419743640246683,0.7333333333333333,1.0
chr2p22,0.07016974997024573,0.42883706017875034,1.0,1.0
chr9p13,0.10041620108145914,0.546996775479915,0.8372093023255814,1.0
chr2q23,0.24745584164219325,0.9057130443731346,0.6136363636363636,1.0
chr6q16,0.11638899381052954,0.3616763378204879,1.0,1.0
chr16q21,0.5445309971071177,1.0523437766430774,0.38,1.0
chr20p12,0.060003477842500125,0.2830211645744385,1.0,1.0
chr15q25,0.1039552052821269,0.48605200060676973,0.9333333333333333,1.0
chr2q21,0.1698202865853587,0.6215591749171211,0.8181818181818182,1.0
chr3p25,0.12330302580258393,0.7026651758305853,0.6904761904761905,1.0
chr8q22,0.10762755122983202,0.5862791346563656,0.813953488372093,1.0
chr7p13,-0.13437388759451085,-0.3619119543468229,0.9056603773584906,1.0
chr4p16,-0.2513522931055884,-0.855922007898539,0.45454545454545453,1.0
chr20p13,0.07310560156937806,0.26757378819074523,1.0,1.0
chr14q11,0.10952460526919665,0.45051463122892665,0.9512195121951219,1.0
chr8q21,0.13727803851655565,0.7908349048489149,0.5952380952380952,1.0
chr10q25,0.0888144125639685,0.41525984958882955,0.9777777777777777,1.0
chr4p15,0.17468142002812523,0.9515414092804148,0.4883720930232558,1.0
chr8p11,0.06252256647220426,0.29490306581217157,1.0,1.0
chr13q31,0.21835492540448145,0.4219859807238251,0.96,1.0
chr19p13,-0.04957581322579599,-0.32331408246534205,0.9487179487179487,1.0
chr12q22,-0.24262375427258004,-0.8433738894559042,0.39285714285714285,1.0
chr3p13,0.1704325751367205,0.39309619909451693,0.9574468085106383,1.0
chr22q13,0.0722058342813494,0.5673522318342366,0.9,1.0
chr17q21,0.126043087288202,1.1992147733122596,0.2777777777777778,1.0
chr15q11,0.1490013625560443,0.3436659290848531,1.0,1.0
chr13q33,-0.16946431616779142,-0.4564217271245984,0.8113207547169812,1.0
chr1q43,0.08057180978304823,0.37672081192351664,1.0,1.0
chr11p15,-0.11893713849477298,-0.6184578485195478,0.6323529411764706,1.0
chr3q24,0.199793933604245,0.3861155815857212,0.96,1.0
chr7p11,-0.628579738535044,-1.6929667341508519,0.07547169811320754,1.0
chr22q11,-0.25451180092506986,-0.999439621005458,0.3793103448275862,1.0
chr1p21,0.09488632223218496,0.44755468159409406,0.9318181818181818,1.0
chr3q25,-0.08008222062366316,-0.31669233602921815,0.9107142857142857,1.0
chr3q13,0.14084046470729375,0.8607357282147287,0.5319148936170213,1.0
chr1p22,0.07061082450931011,0.46426162354417155,0.9318181818181818,1.0
chr2q24,0.0876538056548253,0.5049583298520043,0.9047619047619048,1.0
chr5p13,0.07537023469676364,0.3524003753457281,1.0,1.0
chr9p22,-0.15632310821446832,-0.36978607898396726,0.8,1.0
chr2q11,-0.2437247154804326,-0.8495359695383408,0.375,1.0
chr9p21,-0.08812412166313983,-0.34549635295993736,0.9122807017543859,1.0
chr4q27,0.21397168404798153,0.783157690207059,0.7045454545454546,1.0
chr2p11,-0.07684200042872778,-0.2671071386618655,1.0,1.0
chr6p24,-0.1173471264217289,-0.4332960700980243,0.7288135593220338,1.0
chr2p25,-0.09161534643060418,-0.362066873516469,0.8793103448275862,1.0
chr2q12,-0.08045970549554943,-0.21670377915934924,1.0,1.0
chr8q13,-0.0951770136394975,-0.33084068136939343,0.9642857142857143,1.0
chr2q34,0.27031993648720043,0.9893979103737949,0.5,1.0
chr17q23,0.046183173946479764,0.32838459640594664,1.0,1.0
chr14q23,0.13322066676817704,0.9472630646888122,0.5,1.0
chr2p16,0.18034095519497897,1.0389128784411044,0.42857142857142855,1.0
chr5q33,-0.2414037162288001,-0.8804019347626063,0.3392857142857143,1.0
chr14q22,-0.08806611012463247,-0.3211780454417595,1.0,1.0
chr2q31,0.1303152616999573,0.8829134630304402,0.4878048780487805,1.0
chr2p23,0.10660692146595269,0.4984503403790973,0.9333333333333333,1.0
chr1p36,-0.07795166057820861,-0.4053386259317451,0.8529411764705882,1.0
chr11q22,0.08210973283964876,0.4730198905747207,0.9523809523809523,1.0
chr16q22,-0.15084173088268243,-0.5913405133518337,0.5,1.0
chr11q24,-0.4730623407105812,-1.7002505388621474,0.2,1.0
chr7q21,0.07789131136176694,0.5277301104819287,0.975609756097561,1.0
chr6p12,0.1067374360424937,0.7017917676842386,0.6590909090909091,1.0
chr5q12,0.16737155100053136,0.68846020847906,0.7804878048780488,1.0
chr16q23,0.15668158566571808,0.5828280889321626,0.8863636363636364,1.0
chr10p11,-0.579600544302693,-2.2723616468558197,0.07017543859649122,1.0
chr5q11,0.14526953570793844,0.45142201123639675,0.9111111111111111,1.0
chr11q13,0.09840047037151552,0.936213959124771,0.5277777777777778,1.0
chr6q25,0.11512920697671904,0.7569671211149375,0.6590909090909091,1.0
chr17q25,0.10794527217555117,0.6151461666054634,0.7857142857142857,1.0
chr10p12,0.11327391396177544,0.6525513180247068,0.7380952380952381,1.0
chr5q21,0.1306532525833929,0.5374244605748105,0.8536585365853658,1.0
chr7q36,-0.22348409195454655,-0.8761839239659099,0.38596491228070173,1.0
chr14q21,-0.12760739825768266,-0.4435705321376815,0.7142857142857143,1.0
chr1p35,-0.08375712139618655,-0.32837524426537523,0.9473684210526315,1.0
chr14q13,-0.1615593817542273,-0.5965467356225848,0.5254237288135594,1.0
chr10p13,0.06459515205252356,0.36810746191630517,1.0,1.0
chr12q23,0.08732684251878294,0.7254504739679642,0.6842105263157895,1.0
chr1p31,0.08399818594557588,0.7048328646821826,0.6842105263157895,1.0
chr8p12,0.08771616945972731,0.47781594339541045,0.9302325581395349,1.0
chr11q12,0.1259233456309454,0.46841281682335045,0.9772727272727273,1.0
chr4q25,0.1237512263837001,0.5090339105203789,0.9024390243902439,1.0
chr1p33,-0.0809058939947061,-0.19138484161886601,1.0,1.0
chr18q21,-0.09367958608961065,-0.41757350012786965,0.7377049180327869,1.0
chr1p32,0.10793838678485822,0.4439899363097913,0.9512195121951219,1.0
chr10p15,0.09886008368877404,0.4662979050808545,0.9318181818181818,1.0
chr4q21,0.16738016418392895,0.7894897212181738,0.5909090909090909,1.0
chr9q21,0.16234151572781458,1.0673850105018867,0.38636363636363635,1.0
chr3p12,0.2651662034859395,0.8239983717591051,0.6888888888888889,1.0
chr12q21,0.12670572150382212,0.8584580646914878,0.4878048780487805,1.0
chrXp21,0.1560866260710641,0.4850358908681549,0.8888888888888888,1.0
