Gene Set,ES,NES,P-value,FDR
Aizen uranine_BOSS,0.14402222045706065,0.47592210643098704,0.9682539682539683,1.0
DL-PHENYLALANINE_BOSS,-0.11843879748263535,-0.1876244118445562,1.0,1.0
5-Aminosalicylic acid_BOSS,0.6058201058201057,1.395901270940378,0.18032786885245902,1.0
Omega-3 Fatty Acids_BOSS,-0.14147069468220755,-0.38991951484581017,1.0,1.0
oxyphenbutazone_BOSS,0.12479064869739202,0.42478073299128377,1.0,1.0
L-histidine_BOSS,0.18272990350486087,0.4210373708148111,1.0,1.0
Gallic acid_BOSS,0.34141542801364305,0.9130036445806275,0.5172413793103449,1.0
Insulin_BOSS,0.09579282448004686,0.3165478400682628,1.0,1.0
Dexbrompheniramine_BOSS,0.15762467866748828,0.4619347812785987,0.9838709677419355,1.0
Rosuvastatin_BOSS,-0.1555123117135339,-0.32651933613691614,1.0,1.0
Retinoic acid_BOSS,0.2211886172300264,0.9492460544341432,0.5254237288135594,1.0
acetoacetic acid_BOSS,-0.15739899138514948,-0.24934306841383452,1.0,1.0
Orphenadrine hydrochloride_BOSS,0.4528776789017291,0.7967422821025422,0.7755102040816326,1.0
Gefitinib_BOSS,0.2891499822487268,0.7732368427502989,0.7068965517241379,1.0
formic acid_BOSS,0.1961718317705053,0.5749010432122229,0.9354838709677419,1.0
ketamine_BOSS,0.28316285476163894,0.4981650225212668,0.9183673469387755,1.0
Quercetin dihydrate_BOSS,0.12615225364625937,0.4294155638400838,1.0,1.0
milrinone_BOSS,-0.3878627968337725,-0.6144315095987912,0.9411764705882353,1.0
isoproterenol_BOSS,0.1489370682694667,0.5069738613386912,0.9824561403508771,1.0
clozapine_BOSS,0.3249765120756658,0.5717272895603991,0.9183673469387755,1.0
Iniprol_BOSS,0.16086086650762088,0.5315654916835963,0.9206349206349206,1.0
Calcium phosphate_BOSS,-0.151906777346785,-0.24064259651970177,1.0,1.0
Calcifediol_BOSS,0.11745956520588094,0.2066452077387836,1.0,1.0
ebselen_BOSS,0.19986685501499163,0.35162336674989164,1.0,1.0
androstenedione_BOSS,-0.255561411840209,-0.536586085158272,0.8974358974358975,1.0
Vorinostat_BOSS,0.3830831621112112,0.673953623759352,0.7755102040816326,1.0
Superoxide_BOSS,-0.10301194053887533,-0.3453123699637927,1.0,1.0
Enalapril maleate_BOSS,0.21837686189654254,0.3841878003963129,1.0,1.0
nifedipine_BOSS,0.23431211671943075,0.5398906018191922,0.9344262295081968,1.0
TITANIUM_BOSS,0.23345774242684864,0.5379219940601947,0.9344262295081968,1.0
FITC_BOSS,0.2695332356867123,0.4741865967523479,0.9795918367346939,1.0
carisoprodol_BOSS,0.16923738420959025,0.5592457339172333,0.8888888888888888,1.0
PLATINUM_BOSS,0.2750936342212339,0.6338573942130854,0.8360655737704918,1.0
resveratrol_BOSS,0.17319281947251147,0.7204906717282058,0.7424242424242424,1.0
cytochalasin D_BOSS,0.1767810026385226,0.31100870287130034,1.0,1.0
beta-carotene_BOSS,0.2611085431818478,0.6016336265161235,0.8852459016393442,1.0
17-Hydroxy-17-methylandrost-4-en-3-one_BOSS,0.197965518482745,0.8109460740218876,0.6461538461538462,1.0
diazepam_BOSS,0.23298382016068975,0.8854393846649758,0.59375,1.0
rosiglitazone_BOSS,0.29603528352245667,0.8675608102787515,0.5806451612903226,1.0
Platelet activating factor_BOSS,0.25056584662251985,0.44081749610428816,1.0,1.0
CHLOROFORM_BOSS,0.15245735463846993,0.3512848336651974,1.0,1.0
dextroamphetamine_BOSS,0.27106917137229225,0.7248856410392324,0.7758620689655172,1.0
glyburide_BOSS,0.17900295825408608,0.4124499245377696,1.0,1.0
Etiocobalamin_BOSS,0.2162162162162163,0.49819490656481835,0.9508196721311475,1.0
Vincristine sulfate_BOSS,0.25328390889083563,0.5836044841246182,0.8852459016393442,1.0
nicotinamide_BOSS,0.17324188981067526,0.3991755503714562,1.0,1.0
Edetate sodium_BOSS,0.13625349478440996,0.31394868660252684,1.0,1.0
efavirenz_BOSS,0.3247772779181394,0.571376779290771,0.9183673469387755,1.0
PROPIDIUM_BOSS,0.15532370143514956,0.5132679035990387,0.9206349206349206,1.0
5-Fluorouracil_BOSS,-0.10678398779296826,-0.35795687088390393,1.0,1.0
Chloordaan_BOSS,0.3398496316186813,0.5978933908251459,0.8979591836734694,1.0
ATROPINE_BOSS,0.196557323738772,0.5256281298903164,0.9482758620689655,1.0
cytarabine_BOSS,0.2692448437571919,0.6203808952263639,0.8688524590163934,1.0
curcumin_BOSS,0.19901526368077893,0.7563441636887491,0.765625,1.0
UNII-CXY7B3Q98Z_BOSS,0.22848954915612252,0.7913928382174271,0.6557377049180327,1.0
Clopidogrel bisulfate_BOSS,0.1691091334763491,0.2975116752432538,1.0,1.0
Deoxycorticosterone acetate_BOSS,0.19730458458234681,0.5276264340607095,0.9482758620689655,1.0
DL-Valine_BOSS,0.18226917444484803,0.3206639778677335,1.0,1.0
MOLYBDENUM_BOSS,0.2633498725802595,0.4633082800191161,0.9795918367346939,1.0
beta-D-allopyranose_BOSS,0.25797957858809817,0.6898818159702378,0.8620689655172413,1.0
INDOMETHACIN SODIUM_BOSS,0.15736957613877794,0.4611871779730782,0.9838709677419355,1.0
rolipram_BOSS,0.23492974525054625,0.41330909003644084,1.0,1.0
nicotinic acid_BOSS,0.23870984659529604,0.4199593771057851,1.0,1.0
bezafibrate_BOSS,0.40701555886134944,0.7160576030261822,0.7755102040816326,1.0
Agarose_BOSS,0.17362692851368697,0.573751003762734,0.8888888888888888,1.0
LITHIUM CHLORIDE_BOSS,-0.13984282714499988,-0.22153153148660898,1.0,1.0
chondroitin_BOSS,0.29442970822281167,0.5179866630148747,0.9183673469387755,1.0
Imatinib mesylate_BOSS,0.19463367007473198,0.6625226641750456,0.8596491228070176,1.0
Cornstarch_BOSS,-0.12102972254690152,-0.1917288168338717,1.0,1.0
DL-Methamphetamine_BOSS,0.17648706940398773,0.31049158964850465,1.0,1.0
berberine_BOSS,0.17270461915439683,0.30383717017897655,1.0,1.0
Methyl viologen_BOSS,0.29662225756779353,0.5218439888450629,0.9183673469387755,1.0
9-Anthroic acid_BOSS,0.2461350164990868,0.6582074173683774,0.8620689655172413,1.0
propofol_BOSS,0.20948673917667415,0.5602036131535683,0.9310344827586207,1.0
D-glucose_BOSS,-0.1182425944147372,-0.39636793845866336,1.0,1.0
N-Formyl-Met-Leu-Phe_BOSS,0.2324436498501575,0.6215943453625552,0.896551724137931,1.0
L-arginine_BOSS,0.13918465629686397,0.3722037378570391,1.0,1.0
Erlotinib_BOSS,0.20001810165656603,0.4608719975305516,0.9508196721311475,1.0
Vancomycin HCL_BOSS,0.11175009744593485,0.1966006094188089,1.0,1.0
ETHYLENE GLYCOL_BOSS,0.20695567259549374,0.3640946387061398,1.0,1.0
Decitabine_BOSS,0.2346817698267766,0.8128401171390077,0.6229508196721312,1.0
Hydrogen_BOSS,0.16056002948200998,0.3699546235969841,1.0,1.0
tyrphostin AG-825_MCF7_UP,-0.18948200578497554,-0.3001672648335114,1.0,1.0
tyrphostin AG-1478_MCF7_UP,0.11945070721275924,0.39472542508339353,1.0,1.0
tyrphostin AG-1478_MCF7_DOWN,0.31523265217824004,0.5545850334218557,0.9183673469387755,1.0
troglitazone_PC3_UP,0.1822808065083716,0.6313449579991718,0.8524590163934426,1.0
triprolidine_PC3_UP,0.149188818239029,0.3989565895582999,0.9827586206896551,1.0
trimipramine_PC3_UP,0.13900432988452507,0.37172151397911585,1.0,1.0
trimipramine_MCF7_UP,0.25585735662002423,0.8454818410800062,0.6349206349206349,1.0
trimethylcolchicinic acid_HL60_UP,0.2882879639657046,0.8448565206002735,0.6129032258064516,1.0
trihexyphenidyl_PC3_UP,0.25133689839572226,0.4421739982637461,1.0,1.0
valinomycin_MCF7_UP,-0.13350060295734914,-0.5133081983325952,0.9487179487179487,1.0
trihexyphenidyl_MCF7_UP,-0.261904761904762,-0.5499048149047455,0.8717948717948718,1.0
trifluoperazine_PC3_UP,0.22129470615459856,0.7312693996863011,0.746031746031746,1.0
trifluoperazine_MCF7_UP,0.25338684371144676,0.6776000520635178,0.8620689655172413,1.0
trifluoperazine_HL60_UP,-0.41391075252989273,-0.8690621510723138,0.6153846153846154,1.0
trichostatin A_ssMCF7_DOWN,0.16022039654565307,0.4695417904122409,0.9838709677419355,1.0
tribenoside_HL60_UP,-0.1883607421430555,-0.3954891018024447,1.0,1.0
triamcinolone_PC3_UP,0.31732495151211615,0.5582659906069323,0.9183673469387755,1.0
triamcinolone_HL60_UP,0.2746386363183683,0.6328090101386984,0.8360655737704918,1.0
tretinoin_MCF7_UP,0.19920188937363092,0.6899525566569987,0.7868852459016393,1.0
tretinoin_MCF7_DOWN,-0.3710469773454608,-0.7790638013382798,0.6666666666666666,1.0
trifluridine_HL60_UP,0.19865512432544585,0.34949158344534975,1.0,1.0
tretinoin_HL60_UP,0.1544160617922522,0.6423784336161925,0.8333333333333334,1.0
valinomycin_PC3_UP,0.10968240248548106,0.4562842044157047,1.0,1.0
valproic acid_HL60_UP,0.1263049067697694,0.429935186955877,1.0,1.0
zuclopenthixol_MCF7_UP,-0.18614654413121667,-0.29488340477820874,1.0,1.0
zidovudine_PC3_DOWN,-0.1392884686026419,-0.22065334631695485,1.0,1.0
zardaverine_HL60_UP,0.16432457435896833,0.6245045252729889,0.859375,1.0
yohimbic acid_PC3_DOWN,0.16848708137958246,0.45056346826296473,0.9827586206896551,1.0
wortmannin_MCF7_UP,0.27925056536396997,0.8183715261075877,0.6451612903225806,1.0
withaferin A_PC3_UP,0.24894183791549493,1.061435677998392,0.43333333333333335,1.0
withaferin A_PC3_DOWN,0.2003579683504479,0.35248737656510565,1.0,1.0
withaferin A_MCF7_UP,0.4142650610782247,1.5743865840825948,0.03125,1.0
withaferin A_MCF7_DOWN,0.1347700426353314,0.3105305881928104,1.0,1.0
valproic acid_HL60_DOWN,0.2867536133162643,0.9931953419733909,0.5081967213114754,1.0
vorinostat_PC3_DOWN,0.16775110464408713,0.5710158408071652,0.8947368421052632,1.0
vinblastine_PC3_UP,-0.1654426911985758,-0.26208546768354635,1.0,1.0
vinblastine_MCF7_UP,0.24623386045851162,0.5673601048570298,0.9016393442622951,1.0
vigabatrin_HL60_UP,0.3781997880397067,0.8714295873019001,0.5573770491803278,1.0
verteporfin_MCF7_DOWN,0.1993273894367326,0.5841487184663985,0.9354838709677419,1.0
verteporfin_HL60_UP,0.25890009260053404,0.5965450219226994,0.8852459016393442,1.0
verteporfin_HL60_DOWN,0.24154598643281375,0.7078745114966531,0.7741935483870968,1.0
vanoxerine_PC3_UP,0.21188644738971674,0.9034392805443969,0.5833333333333334,1.0
vanoxerine_MCF7_UP,-0.3064955291943067,-0.9434224170977927,0.5405405405405406,1.0
valproic acid_MCF7_UP,0.22513289915255005,0.3960736159091796,1.0,1.0
vinburnine_PC3_UP,0.14030405772027787,0.3232817970356114,1.0,1.0
tracazolate_PC3_UP,0.479201303934297,1.1041523758816982,0.39344262295081966,1.0
tracazolate_HL60_DOWN,0.33505995232352703,1.160508424221759,0.3114754098360656,1.0
tonzonium bromide_PC3_UP,0.20656680743930944,1.0846561953330254,0.3333333333333333,1.0
terfenadine_MCF7_UP,-0.13587549059956794,-0.858506332905781,0.52,1.0
terfenadine_HL60_UP,-0.15788717343053965,-0.529262857868489,0.9302325581395349,1.0
terbutaline_PC3_UP,0.14307741941636484,0.3296720423892292,1.0,1.0
terbutaline_HL60_UP,-0.40103923630342125,-0.6353049206620934,0.9411764705882353,1.0
tanespimycin_ssMCF7_UP,0.6170212765957448,1.0855181496533692,0.3469387755102041,1.0
tanespimycin_ssMCF7_DOWN,0.21068752646796055,0.4854559681042369,0.9508196721311475,1.0
tanespimycin_SKMEL5_UP,-0.1412027386728733,-0.22368583063520758,1.0,1.0
tanespimycin_SKMEL5_DOWN,-0.45811518324607153,-0.725721584822804,0.8627450980392157,1.0
tanespimycin_PC3_UP,0.265019104014462,0.8757568785340317,0.5714285714285714,1.0
tetrandrine_PC3_UP,0.5406824146981617,0.9512161032621864,0.5918367346938775,1.0
tanespimycin_MCF7_UP,0.38584387490043937,1.130753810041449,0.3064516129032258,1.0
tanespimycin_HL60_UP,0.23164771116163288,0.6788666323937003,0.8548387096774194,1.0
tamoxifen_MCF7_UP,-0.18744890990377577,-0.7207387838754273,0.717948717948718,1.0
syrosingopine_PC3_UP,0.3402238466924602,1.158103884286946,0.2982456140350877,1.0
syrosingopine_MCF7_UP,0.20860702851417925,0.4806621857421597,0.9508196721311475,1.0
syrosingopine_HL60_UP,-0.4030913458455253,-0.6385557629034994,0.9411764705882353,1.0
suloctidil_PC3_UP,-0.10185270416809193,-0.4298068805158669,1.0,1.0
suloctidil_MCF7_UP,0.1824921896148874,0.8633342517326671,0.5735294117647058,1.0
suloctidil_HL60_UP,-0.126532116873702,-0.34874601934086835,1.0,1.0
sulfapyridine_HL60_UP,0.34113332613225505,0.7860228456160455,0.6065573770491803,1.0
tanespimycin_MCF7_DOWN,0.17099035814066427,0.300821291287544,1.0,1.0
tetryzoline_HL60_DOWN,-0.1666945482965319,-0.3499979689562409,1.0,1.0
tetryzoline_HL60_UP,0.1036223813942259,0.44182405646223477,1.0,1.0
thapsigargin_MCF7_DOWN,-0.13920410827293261,-0.327795540125343,1.0,1.0
tolnaftate_PC3_UP,0.17341688147638196,0.7394131364480985,0.75,1.0
tolnaftate_PC3_DOWN,0.15802863158194755,0.5473455032370022,0.9016393442622951,1.0
tolazoline_PC3_UP,0.18322558523665555,0.6963365496150343,0.796875,1.0
tolazoline_PC3_DOWN,0.1185251541019825,0.20851988553461134,1.0,1.0
tolazamide_PC3_UP,0.23205703861177907,0.4082551716169394,1.0,1.0
tobramycin_PC3_DOWN,0.1013488063795332,0.33490760844639533,1.0,1.0
ticlopidine_MCF7_UP,0.1301028375139504,0.34791739058661186,1.0,1.0
thiostrepton_PC3_UP,0.35397799060682045,1.169721938636776,0.2857142857142857,1.0
thiostrepton_PC3_DOWN,0.17367558998265123,0.46443843370345567,0.9827586206896551,1.0
thiostrepton_MCF7_UP,0.2023590556455681,0.5411429600390374,0.9482758620689655,1.0
thiostrepton_MCF7_DOWN,0.1596531055512503,0.2808757984499014,1.0,1.0
thiostrepton_HL60_UP,-0.21762492869379804,-0.6698702483156858,0.8648648648648649,1.0
thiostrepton_HL60_DOWN,0.16720071368747078,0.5691423392553766,0.9122807017543859,1.0
thioridazine_PC3_UP,0.17758137152798,0.9324573351899752,0.49333333333333335,1.0
thioridazine_MCF7_UP,-0.15614248654279744,-0.9489801815005465,0.4838709677419355,1.0
thioridazine_HL60_UP,0.13291507623883914,0.5529332731795281,0.9848484848484849,1.0
thioguanosine_PC3_UP,0.2022225089037719,0.4659512856698571,0.9508196721311475,1.0
thioguanosine_MCF7_UP,0.3136409619654942,0.8387299397402374,0.6206896551724138,1.0
thioguanosine_MCF7_DOWN,0.18118588063882962,0.3187581520357169,1.0,1.0
thapsigargin_PC3_DOWN,0.14883280377624628,0.6096787906957488,0.8769230769230769,1.0
thapsigargin_MCF7_UP,-0.13099875513631212,-0.6611099409779094,0.8,1.0
zuclopenthixol_PC3_DOWN,0.13618597715890615,0.31379311576830365,1.0,1.0
dimethyl sulfoxide_BOSS,0.15704664134960228,0.46024078548894315,0.9838709677419355,1.0
zuclopenthixol_PC3_UP,0.18961798875430352,0.8084912529746697,0.7333333333333333,1.0
N-NITROSODIETHYLAMINE_BOSS,0.19951703434776713,0.3510079314354222,1.0,1.0
methane_BOSS,0.1361402459467967,0.3640624603483398,1.0,1.0
formaldehyde_BOSS,0.13620962237034298,0.5176555356241618,0.953125,1.0
apigenin_BOSS,0.222298665354122,0.6514683248014836,0.9032258064516129,1.0
alpha-Neu5Ac_BOSS,0.4292714544714221,0.7552121338955498,0.7755102040816326,1.0
D-Sorbitol_BOSS,0.16346946462592143,0.47906350722527963,0.9838709677419355,1.0
cerivastatin_BOSS,0.16372874323624595,0.5410424038527055,0.8888888888888888,1.0
LAMININ_BOSS,0.13135771555167686,0.5637306058893565,0.9661016949152542,1.0
oxytetracycline_BOSS,0.2193919164990725,0.3859735738140704,1.0,1.0
Vitamin MK 1_BOSS,0.24207361804993577,0.42587721998057737,1.0,1.0
Lapatinib_BOSS,-0.14582434535000044,-0.23100713288584876,1.0,1.0
kainic acid_BOSS,0.18050935072797142,0.31756794105778796,1.0,1.0
PRAVASTATIN SODIUM_BOSS,0.17970491248048046,0.41406733338133944,1.0,1.0
nitric oxide_BOSS,-0.12902966787123607,-0.5595835144652335,0.9722222222222222,1.0
Idose_BOSS,-0.162859147157563,-0.25799275531671734,1.0,1.0
acetaminophen_BOSS,0.11283305985207395,0.301735031347239,1.0,1.0
streptozocin_BOSS,0.1130662683131104,0.46316473240168915,0.9846153846153847,1.0
Verapamil hydrochloride_BOSS,0.21770983487237855,0.5016364301465006,0.9344262295081968,1.0
Healon_BOSS,0.20748392673644855,0.6856316139940626,0.7936507936507936,1.0
L-glutamic acid_BOSS,0.19572151889059158,0.7438265074916128,0.78125,1.0
sphingosine_BOSS,-0.1586316692139113,-0.251295810737558,1.0,1.0
Acetylcholine bromide_BOSS,0.18305219419400248,0.7498551230559742,0.7538461538461538,1.0
furosemide_BOSS,0.29911062555466345,1.018156665542253,0.40350877192982454,1.0
emodin_BOSS,0.310921053471534,0.5469996894026449,0.9183673469387755,1.0
Bosentan_BOSS,0.2477763515271118,0.43590997075744603,1.0,1.0
Sildenafil citrate_BOSS,0.25081101070413137,0.4412488103398372,1.0,1.0
MPTP_BOSS,0.2754289111713889,0.4845587880945857,0.9795918367346939,1.0
N-Acetyl-L-cysteine_BOSS,0.23777524716823853,0.6968239854485423,0.8064516129032258,1.0
Disodium selenite_BOSS,0.25741943610164647,0.4528749340761389,1.0,1.0
L-alanine_BOSS,0.2145059818050718,0.7088360280707775,0.7777777777777778,1.0
UNII-768N7QO4KH_BOSS,0.28793528103132904,0.6634464932392939,0.8360655737704918,1.0
ARSENIC_BOSS,0.2873659396876203,0.8421544368477102,0.6129032258064516,1.0
