Gene Set,ES,NES,P-value,FDR
chrXp11,-0.13603460035529832,-0.50727257878186,0.9107142857142857,1.0
chrXp22,0.0816384118665255,0.23292065088239222,1.0,1.0
chrXq22,-0.08701071338149283,-0.3244626649646349,1.0,1.0
chrXq21,0.13954775881088105,0.24839397900339436,1.0,1.0
chr18,0.05501387340437628,0.33572735905712603,1.0,1.0
chr14q23,-0.10401043062415903,-0.25521074801739196,1.0,1.0
chr15q22,-0.11953562185899484,-0.3606515021179924,1.0,1.0
chr10q22,0.15502421745396386,0.4422959830593717,0.9583333333333334,1.0
chr6q22,0.16739124654674703,0.4037771096018569,0.98,1.0
chr16p12,0.115508989978054,0.20560514820016468,1.0,1.0
chr1q32,0.1050758779084196,0.3744882705001207,0.9772727272727273,1.0
chr7q32,-0.16872934443407317,-0.5090741201255864,0.8846153846153846,1.0
chr18p11,-0.20959720951985375,-0.6766589515805899,0.7142857142857143,1.0
chr17q11,0.10726264442289335,0.3060285517948821,1.0,1.0
chr18q12,0.13833346151575668,0.2462325387954024,1.0,1.0
chr17p13,0.10481856146378885,0.4707244374731114,0.9574468085106383,1.0
chr4q32,0.19128265839427447,0.5457440961560057,0.875,1.0
chr9p24,-0.22439420502780752,-0.4844018030035672,0.8936170212765957,1.0
chr14q32,0.053223811154361096,0.2268269608647535,1.0,1.0
chr8p22,0.12537537537537763,0.22316724126497361,1.0,1.0
chr14q24,0.19251138905228418,0.6861066362024564,0.75,1.0
chr21q21,-0.2477827092056925,-0.5348907788303716,0.8085106382978723,1.0
chr15q21,0.13183122762666663,0.23465861054399537,1.0,1.0
chr16q12,0.16998834112447556,0.7244490381923053,0.7045454545454546,1.0
chr2p13,0.09142470034786401,0.26084168254727774,1.0,1.0
chr11p13,-0.17779133179203369,-0.4362471966067789,0.98,1.0
chr11p11,0.19447787853471818,0.46911482706665786,0.98,1.0
chr17q23,-0.1070877934617604,-0.23117138976972265,1.0,1.0
chr2q12,-0.21534801527992378,-0.4648737112525158,0.8936170212765957,1.0
chr2p25,-0.15251663435700977,-0.3292390401143203,1.0,1.0
chr2q37,0.14814905266413927,0.3573615556908697,0.98,1.0
chr15q26,0.05606473852367017,0.19981357647156409,1.0,1.0
chr12q15,-0.11005722325467893,-0.23758152476141728,1.0,1.0
chr13q12,-0.06554431210071697,-0.14149110024602157,1.0,1.0
chr10q26,0.07491195252377537,0.2137295464448288,1.0,1.0
chr15q23,0.12574748202671787,0.22382958835336572,1.0,1.0
chr2p21,0.24319287385106142,0.43288151752405984,0.9811320754716981,1.0
chr20p11,-0.19010917523729154,-0.41039039863374904,0.9361702127659575,1.0
chr4p14,-0.1589666917095173,-0.4975994783360081,0.9056603773584906,1.0
chr5q22,0.09829670275614619,0.17496740419602672,1.0,1.0
chr21q22,0.1684604672429564,0.4806306342942248,0.9375,1.0
chr2q36,0.14071206081992768,0.2504664279717843,1.0,1.0
chr12q24,-0.12180523272735329,-0.3812762259309089,1.0,1.0
chr4q34,0.2467641616221325,0.43923838335394905,0.9811320754716981,1.0
chr10p14,-0.21707755363271453,-0.5326439329972589,0.92,1.0
chr9q34,0.10746188025920128,0.2592169441269052,1.0,1.0
chr2q32,-0.09884808484792436,-0.3094154814816205,1.0,1.0
chr3p14,-0.09998686163610705,-0.3016708432208018,1.0,1.0
chr8q23,0.23018043880913505,0.4097194793506796,1.0,1.0
chr15q24,0.06736151831363935,0.19218757851011606,1.0,1.0
chr9p13,0.06801084036127833,0.1640541014490936,1.0,1.0
chr10q25,-0.06993818166135767,-0.17160755464294236,1.0,1.0
chr5q23,0.2785873670857784,0.9322873583775538,0.48936170212765956,1.0
chr8q24,-0.07275925731550631,-0.29866789129304094,1.0,1.0
chr16q24,0.14810844213019822,0.35726359594475166,0.98,1.0
chr13q14,-0.12036902234352578,-0.37678058266068704,1.0,1.0
chr10q23,-0.13582125940051631,-0.5575297307119722,0.8679245283018868,1.0
chr13q13,0.1926920667581064,0.3429904542522947,1.0,1.0
chr1p34,0.11313581491612758,0.5080759751969522,0.9361702127659575,1.0
chr10q21,-0.12855103378078273,-0.4023920147106034,0.9811320754716981,1.0
chr4p15,0.15415354288501829,0.3718454415333834,0.98,1.0
chr1p13,-0.07620956762358551,-0.24603326660081679,1.0,1.0
chr2p22,0.13997561399743425,0.24915555807231526,1.0,1.0
chr2q23,0.18354225996771972,0.32670386581015043,1.0,1.0
chr6q16,-0.20552348983398877,-0.4436654191797522,0.8936170212765957,1.0
chr20p12,0.08138167178627868,0.19630689708289992,1.0,1.0
chr8q22,-0.07038695101181107,-0.2272356611317143,1.0,1.0
chr4p16,-0.19233220053253142,-0.41518926347521534,0.9148936170212766,1.0
chr20p13,0.13560377817984257,0.24137372263809057,1.0,1.0
chr8q21,0.1984159471871613,0.35317891909922516,1.0,1.0
chr4q12,-0.11534802603449909,-0.2490028286474226,1.0,1.0
chrXq26,-0.11959661172875559,-0.2934546137005583,1.0,1.0
chr19p13,-0.08482783819189227,-0.4666583828101363,0.9841269841269841,1.0
chr11q24,-0.4246177798608621,-0.9166262476630548,0.46808510638297873,1.0
chr1p36,-0.08337606734527617,-0.3109090818105305,1.0,1.0
chr2p23,0.0828608070800578,0.14749162401054144,1.0,1.0
chr2q31,0.23853685666828617,0.5753928267218866,0.92,1.0
chr2q24,0.10446945749754291,0.37232700061224866,0.9772727272727273,1.0
chr22q13,0.11080647352320133,0.370811769294155,1.0,1.0
chr17q21,0.1169021817999052,0.49820871600546146,0.9772727272727273,1.0
chr1q43,-0.12635885299035604,-0.31004714812514195,1.0,1.0
chr11p15,-0.1250621332635824,-0.5595145127434255,0.8775510204081632,1.0
chr14q13,-0.325889349777262,-0.7035002913386436,0.6170212765957447,1.0
chr1p21,0.07349074696903861,0.2096747379878959,1.0,1.0
chr3q13,0.10912467884303056,0.1942411215791904,1.0,1.0
chr1p22,-0.11404999009399479,-0.35700067079902004,1.0,1.0
chr14q22,-0.12788043182483727,-0.27605664654820067,1.0,1.0
chr2q11,-0.17936648466617958,-0.38720005518833256,1.0,1.0
chr9p21,-0.1398449619760384,-0.3431380596945497,1.0,1.0
chr4q27,0.34596538031035257,0.615815819221959,0.8490566037735849,1.0
chr2p11,-0.13649547104146093,-0.2946540097419685,1.0,1.0
chr6p24,-0.15672692466775354,-0.33832783194582056,1.0,1.0
chr3q25,0.0997871093892718,0.28470027695567973,1.0,1.0
chr11q22,-0.09002294099032838,-0.1943333381626093,1.0,1.0
chr10p13,0.1176154491636131,0.3355658978006967,0.9791666666666666,1.0
chr1p31,-0.0927536252163284,-0.34587796437055873,1.0,1.0
chr6p12,0.12785017071761945,0.45565538226495317,0.9545454545454546,1.0
chr16q23,0.16148752802673075,0.2874466060063596,1.0,1.0
chr10p11,-0.5596492043407225,-1.2081198068308538,0.2978723404255319,1.0
chr11q13,0.0859386705363985,0.48249915608279836,1.0,1.0
chr6q25,0.15458534943441912,0.5173169500672694,0.8297872340425532,1.0
chr17q25,0.10718027670228758,0.2585376668492104,1.0,1.0
chr10p12,0.09977784640627568,0.2846738489547027,1.0,1.0
chr5q21,-0.22538411061623642,-0.5530257601706703,0.88,1.0
chr12q23,0.10384442153272125,0.29627609970478413,1.0,1.0
chr7q36,-0.18007414283413195,-0.5636702794306391,0.7924528301886793,1.0
chr1p35,-0.0999590377775062,-0.21578248030035052,1.0,1.0
chr3p12,0.3574576915592505,0.6362720482820609,0.8490566037735849,1.0
chr9q21,0.18146743462564294,0.607277340061873,0.723404255319149,1.0
chr4q21,0.16181696675740956,0.4616762178393703,0.9375,1.0
chr18q21,-0.09301190922923393,-0.29114701333834203,1.0,1.0
chr12q21,-0.174672468818044,-0.3770670406575766,1.0,1.0
chr1p33,-0.1314488734735899,-0.2837598738590601,1.0,1.0
chr11q12,0.1228750078775778,0.2963961171605119,1.0,1.0
chr14q21,0.11216488822111872,0.3200150293629865,0.9791666666666666,1.0
chrXq13,-0.1271385033709097,-0.31196017892041034,1.0,1.0
